asset_id,duration,event_observed,asset_age,avg_temperature,vibration_score,load_factor,maintenance_quality
asset_0913,40.03,0,40.36,73.24,0.872,0.884,high
asset_0914,114.71,0,40.91,81.79,1.273,0.677,high
asset_0915,16.34,1,60.28,79.77,1.877,0.733,low
asset_0916,16.87,1,26.0,70.54,1.758,0.912,medium
asset_0917,24.63,1,30.22,65.97,1.137,0.685,low
asset_0918,9.75,1,36.15,82.22,1.072,0.762,high
asset_0919,63.27,1,30.7,78.97,0.559,0.622,medium
asset_0920,115.1,0,25.55,57.54,0.759,0.828,medium
asset_0921,59.28,1,17.59,69.18,1.41,0.617,medium
asset_0922,89.5,1,29.5,73.49,1.148,0.845,medium
asset_0923,84.03,1,11.85,79.01,1.263,0.666,high
asset_0924,30.2,1,7.88,80.19,1.95,0.89,high
asset_0925,58.9,1,15.32,74.56,0.716,0.558,low
asset_0926,10.24,1,40.68,77.27,1.098,0.465,medium
asset_0927,26.7,1,33.02,72.58,1.33,0.685,medium
asset_0928,113.58,1,40.88,65.94,0.89,0.847,medium
asset_0929,63.9,1,19.96,69.65,2.326,0.617,low
asset_0930,79.32,1,48.4,72.17,1.838,0.747,medium
asset_0931,112.35,0,12.72,71.69,1.392,0.589,high
asset_0932,26.95,1,15.66,55.03,2.738,0.833,medium
asset_0933,133.47,0,47.98,68.42,0.622,0.886,high
asset_0934,20.77,1,31.81,72.51,1.217,0.715,medium
asset_0935,47.99,1,41.0,69.47,1.44,0.496,medium
asset_0936,16.34,1,33.09,69.78,0.809,0.724,medium
asset_0937,47.35,1,21.54,76.39,1.398,0.862,medium
asset_0938,36.14,1,14.58,62.29,0.742,0.578,medium
asset_0939,57.15,1,9.29,57.35,1.667,0.819,high
asset_0940,58.28,1,66.69,68.87,1.966,0.871,high
asset_0941,51.15,1,10.81,78.88,1.381,0.268,medium
asset_0942,3.55,1,56.96,87.19,0.531,0.718,low
asset_0943,63.18,1,30.91,79.04,0.791,0.633,low
asset_0944,37.12,1,33.61,58.79,1.575,0.88,low
asset_0945,38.4,1,32.5,69.91,1.233,0.764,high
asset_0946,84.59,1,38.46,74.31,0.363,0.716,high
asset_0947,36.47,1,18.9,73.6,2.137,0.842,medium
asset_0948,55.45,0,7.15,76.85,1.299,0.859,high
asset_0949,71.07,1,21.3,63.75,0.845,0.91,low
asset_0950,32.97,1,36.83,72.58,1.911,0.765,medium
asset_0951,20.33,1,15.75,75.78,0.9,0.585,low
asset_0952,22.01,1,49.0,79.43,0.896,0.875,medium
asset_0953,83.79,0,27.39,64.75,1.435,0.711,high
asset_0954,78.56,1,14.9,68.89,2.722,0.853,high
asset_0955,62.02,0,31.65,47.67,2.536,0.634,low
asset_0956,54.75,1,36.52,66.41,1.436,0.629,medium
asset_0957,98.88,1,37.86,67.28,1.504,0.595,medium
asset_0958,36.74,1,3.5,62.82,1.744,0.793,low
asset_0959,24.35,1,3.04,73.49,0.694,0.723,medium
asset_0960,64.97,1,48.01,71.5,1.632,0.81,medium
asset_0961,59.45,0,12.12,51.67,0.878,0.833,medium
asset_0962,21.83,1,48.04,73.94,1.41,0.664,medium
asset_0963,33.36,1,50.25,63.65,1.103,0.648,medium
asset_0964,96.93,0,14.6,76.37,1.53,0.728,high
asset_0965,74.63,0,16.35,60.46,1.288,0.841,medium
asset_0966,38.12,1,42.04,72.27,0.306,0.931,medium
asset_0967,38.67,1,23.57,69.45,1.324,0.544,medium
asset_0968,72.72,1,53.95,74.73,1.631,0.96,medium
asset_0969,37.34,1,61.41,73.12,1.493,0.845,low
asset_0970,19.98,1,14.89,69.7,1.166,0.595,low
asset_0971,21.6,1,18.69,58.17,2.557,0.671,high
asset_0972,71.87,1,30.81,58.71,1.405,0.574,medium
asset_0973,63.14,0,7.01,66.75,1.487,0.713,medium
asset_0974,56.68,1,9.48,71.93,1.954,0.889,medium
asset_0975,61.99,1,17.49,66.53,1.438,0.897,high
asset_0976,59.2,1,71.9,77.63,0.815,0.455,low
asset_0977,78.07,1,33.25,69.49,0.408,0.489,low
asset_0978,128.61,0,20.41,63.31,0.985,0.638,medium
asset_0979,10.47,1,16.27,69.5,1.72,0.668,medium
asset_0980,96.64,1,14.5,74.03,1.042,0.826,medium
asset_0981,110.18,1,21.24,74.92,1.752,0.407,medium
asset_0982,82.14,0,20.58,88.91,1.306,0.781,medium
asset_0983,36.54,1,25.86,65.98,2.181,0.941,medium
asset_0984,80.31,1,37.41,71.34,1.069,0.976,medium
asset_0985,23.69,1,28.0,75.84,1.507,0.836,high
asset_0986,64.43,1,43.31,71.79,1.534,0.495,low
asset_0987,14.81,1,24.88,67.49,2.401,0.659,medium
asset_0988,114.17,0,63.75,58.06,0.567,0.62,medium
asset_0989,96.76,1,42.78,67.4,0.994,0.749,medium
asset_0990,13.87,1,32.79,62.34,1.789,0.948,low
asset_0991,28.56,1,37.47,56.46,2.449,0.761,medium
asset_0992,15.82,1,21.56,64.84,1.361,0.684,medium
asset_0993,40.52,0,25.64,62.58,1.071,0.288,low
asset_0994,84.71,1,25.11,77.25,1.717,0.882,medium
asset_0995,71.86,1,19.08,77.41,1.806,0.802,high
asset_0996,56.43,1,13.04,63.87,1.039,0.695,medium
asset_0997,52.95,1,38.51,69.66,1.417,0.572,medium
asset_0998,166.55,0,46.74,55.28,2.078,0.448,high
asset_0999,52.89,1,35.76,67.55,2.86,0.634,low
asset_1000,88.9,1,27.95,75.59,1.706,0.804,high
asset_1001,42.6,1,78.0,79.42,1.246,0.879,medium
asset_1002,147.43,0,20.27,65.58,1.192,0.484,low
asset_1003,29.27,1,33.36,81.47,1.57,0.883,high
asset_1004,108.22,1,50.11,58.36,1.159,0.7,medium
asset_1005,37.63,1,15.39,60.77,1.33,0.508,medium
asset_1006,41.54,0,40.0,78.39,0.759,0.619,medium
asset_1007,16.39,1,65.85,87.04,2.19,0.9,medium
asset_1008,29.67,1,29.18,76.44,0.731,0.652,medium
asset_1009,71.93,0,31.84,71.64,1.006,0.207,high
asset_1010,111.97,0,20.34,52.24,1.276,0.842,medium
asset_1011,78.55,1,37.26,53.8,2.992,0.41,medium
asset_1012,131.81,0,18.82,73.16,1.01,0.522,medium
asset_1013,76.88,1,28.28,68.78,0.905,0.614,medium
asset_1014,94.63,1,12.07,62.05,0.953,0.863,medium
asset_1015,24.85,1,4.8,72.59,2.577,0.776,medium
asset_1016,126.82,0,22.6,73.04,0.345,0.857,high
asset_1017,47.47,1,22.4,80.5,0.778,0.666,medium
asset_1018,4.9,1,23.66,73.23,4.175,0.632,low
asset_1019,30.59,1,42.13,83.06,1.593,0.777,medium
asset_1020,61.2,0,47.4,72.07,0.743,0.698,medium
asset_1021,84.46,0,34.08,70.96,1.199,0.668,low
asset_1022,14.4,1,40.65,81.58,1.259,0.891,low
asset_1023,76.68,1,19.12,63.19,1.787,0.757,medium
asset_1024,24.34,1,16.59,97.33,2.795,0.811,high
asset_1025,14.36,1,37.64,75.38,1.455,0.8,medium
asset_1026,45.16,1,15.27,75.43,0.958,0.906,low
asset_1027,14.17,1,14.29,76.73,1.741,0.744,high
asset_1028,28.86,1,98.49,88.89,0.892,0.85,medium
asset_1029,19.46,1,30.17,79.13,0.767,0.887,high
asset_1030,115.54,1,22.41,57.55,0.553,0.538,medium
asset_1031,44.57,1,21.04,84.63,0.604,0.936,medium
asset_1032,67.51,0,12.28,68.93,0.816,0.491,medium
asset_1033,43.12,0,33.71,72.96,0.719,0.886,medium
asset_1034,57.14,1,24.85,60.49,1.406,0.703,high
asset_1035,44.6,1,46.73,76.74,0.712,0.957,low
asset_1036,34.43,1,38.24,66.14,0.297,0.706,high
asset_1037,71.78,1,24.4,72.9,0.764,0.73,high
asset_1038,59.72,1,8.27,69.44,0.988,0.888,high
asset_1039,75.69,0,30.21,89.33,0.93,0.721,high
asset_1040,11.67,1,28.81,89.84,2.42,0.883,medium
asset_1041,111.4,0,7.15,72.42,0.927,0.963,medium
asset_1042,18.51,1,36.02,72.58,1.816,0.975,high
asset_1043,53.82,1,14.97,68.64,1.211,0.852,medium
asset_1044,15.84,1,47.95,81.95,1.198,0.502,low
asset_1045,84.64,0,27.9,69.04,0.839,0.692,medium
asset_1046,108.09,0,20.71,68.21,1.19,0.311,medium
asset_1047,35.75,1,32.42,80.81,0.866,0.731,high
asset_1048,55.83,0,31.4,67.16,1.319,0.765,medium
asset_1049,117.76,1,30.81,71.66,1.098,0.187,medium
asset_1050,97.59,1,44.8,57.77,0.798,0.47,high
asset_1051,44.33,1,33.44,78.34,1.909,0.797,medium
asset_1052,55.79,1,19.7,89.47,1.48,0.475,high
asset_1053,53.51,0,25.25,78.49,0.998,0.757,low
asset_1054,14.83,1,56.45,85.16,1.304,0.763,low
asset_1055,23.81,1,18.73,64.39,1.176,0.748,low
asset_1056,62.0,0,35.73,74.13,0.827,0.762,medium
asset_1057,50.69,1,45.62,63.51,1.261,0.912,medium
asset_1058,96.4,1,37.49,69.95,0.924,0.617,medium
asset_1059,21.64,1,30.3,78.95,0.798,0.92,medium
asset_1060,58.24,1,32.75,72.92,0.588,0.557,low
asset_1061,9.17,1,38.69,59.29,1.039,0.873,medium
asset_1062,45.13,1,18.6,60.16,1.576,0.751,low
asset_1063,100.53,1,28.91,59.57,0.894,0.519,high
asset_1064,18.9,1,77.78,76.42,3.797,0.391,high
asset_1065,37.09,1,36.29,90.58,1.819,0.85,medium
asset_1066,1.78,1,30.86,84.26,2.197,0.71,medium
asset_1067,117.89,0,23.91,54.94,1.747,0.71,medium
asset_1068,30.35,1,18.72,84.79,2.812,0.79,medium
asset_1069,51.84,0,33.31,80.43,0.857,0.775,high
asset_1070,76.09,1,34.5,58.09,0.386,0.875,high
asset_1071,31.18,1,27.9,69.27,0.999,0.781,medium
asset_1072,8.91,1,93.31,81.86,1.57,0.908,medium
asset_1073,43.34,0,19.63,76.95,1.308,0.561,high
asset_1074,27.51,1,17.13,60.22,1.383,0.671,low
asset_1075,64.34,1,24.1,77.5,2.213,0.645,medium
asset_1076,15.01,1,28.37,52.76,1.451,0.51,medium
asset_1077,66.89,1,18.18,69.99,1.75,0.94,medium
asset_1078,16.19,1,32.91,82.24,0.8,0.719,medium
asset_1079,82.19,0,34.73,72.17,0.746,0.588,medium
asset_1080,8.63,1,40.98,67.51,2.525,0.542,low
asset_1081,16.1,1,22.05,80.0,1.278,0.736,medium
asset_1082,43.83,0,54.12,80.77,0.923,0.344,high
asset_1083,98.21,1,39.61,83.79,0.923,0.683,high
asset_1084,45.07,0,19.41,79.87,0.912,0.592,medium
asset_1085,58.93,1,18.13,81.73,0.888,0.653,medium
asset_1086,94.02,1,24.98,78.6,0.686,0.51,high
asset_1087,76.25,1,34.77,74.39,0.622,0.859,medium
asset_1088,34.99,1,37.34,72.81,1.119,0.824,medium
asset_1089,36.43,1,39.57,69.86,0.935,0.823,medium
asset_1090,55.5,1,75.3,61.09,2.01,0.648,low
asset_1091,144.51,1,9.05,63.4,1.394,0.699,high
asset_1092,63.36,1,9.93,69.46,1.376,0.448,medium
asset_1093,26.15,1,27.51,74.17,0.874,0.753,medium
asset_1094,40.9,1,72.18,84.97,1.157,0.972,high
asset_1095,43.4,0,41.92,71.62,1.437,0.781,medium
asset_1096,71.57,1,16.54,81.03,1.686,0.935,high
asset_1097,84.7,1,32.06,81.71,1.171,0.355,medium
asset_1098,59.44,1,26.66,69.92,1.985,0.529,medium
asset_1099,8.78,1,26.16,77.35,1.226,0.799,high
asset_1100,17.4,1,21.82,69.81,1.745,0.561,high
asset_1101,18.47,1,30.75,83.9,0.98,0.88,high
asset_1102,33.86,1,49.2,77.72,0.54,0.862,high
asset_1103,108.99,1,22.89,61.29,1.378,0.796,medium
asset_1104,11.85,1,39.72,73.45,1.693,0.676,low
asset_1105,8.93,1,43.18,86.83,1.582,0.628,medium
asset_1106,30.07,1,53.9,70.37,1.477,0.661,high
asset_1107,28.4,1,17.96,76.03,1.044,0.855,medium
asset_1108,59.35,0,29.51,76.91,0.85,0.296,high
asset_1109,19.53,1,20.47,62.67,1.566,0.568,high
asset_1110,57.31,1,30.78,76.6,1.48,0.453,high
asset_1111,69.67,0,30.67,59.46,0.949,0.656,high
asset_1112,71.54,0,15.51,66.37,2.012,0.584,medium
asset_1113,105.27,0,31.71,81.68,0.821,0.763,medium
asset_1114,67.74,1,77.18,75.21,0.939,0.616,high
asset_1115,17.91,1,37.41,69.26,2.551,0.664,low
asset_1116,50.51,0,13.71,76.02,1.806,0.898,low
asset_1117,108.43,0,17.34,71.46,1.04,0.884,high
asset_1118,64.4,0,28.74,72.11,1.39,0.706,medium
asset_1119,104.96,1,17.57,77.91,1.31,0.475,medium
asset_1120,56.27,0,52.48,65.45,0.355,0.744,low
asset_1121,67.67,0,12.74,72.36,0.812,0.648,medium
asset_1122,22.32,1,37.54,69.19,1.194,0.763,high
asset_1123,72.92,0,11.16,57.73,1.04,0.741,medium
asset_1124,23.37,1,28.5,63.72,1.365,0.685,medium
asset_1125,78.23,0,16.15,86.11,2.03,0.939,medium
asset_1126,25.56,1,40.94,75.46,1.057,0.426,high
asset_1127,48.29,1,48.19,60.09,0.759,0.745,high
asset_1128,82.72,1,34.72,58.14,1.414,0.734,medium
asset_1129,79.86,1,49.28,70.99,1.054,0.676,medium
asset_1130,74.13,0,5.91,86.05,1.139,0.739,medium
asset_1131,73.8,1,31.5,70.32,1.071,0.696,medium
asset_1132,6.37,1,37.27,83.76,3.35,0.825,low
asset_1133,54.36,1,39.68,75.17,0.446,0.751,medium
asset_1134,133.77,1,9.17,76.24,1.026,0.879,medium
asset_1135,67.77,1,36.19,59.98,1.219,0.779,medium
asset_1136,4.0,1,40.11,80.44,0.859,0.909,medium
asset_1137,40.71,1,31.32,68.99,1.831,0.676,low
asset_1138,5.38,1,13.79,79.77,1.761,0.691,low
asset_1139,80.15,1,21.73,64.67,1.195,0.794,medium
asset_1140,64.92,0,52.62,73.59,1.081,0.68,medium
asset_1141,35.65,1,49.72,75.17,1.161,0.639,low
asset_1142,84.24,1,36.93,70.61,1.165,0.677,high
asset_1143,67.68,1,41.37,75.64,1.179,0.803,medium
asset_1144,36.14,1,46.86,69.6,1.122,0.875,high
asset_1145,19.85,1,36.72,66.16,1.368,0.6,medium
asset_1146,30.24,1,51.88,86.45,1.714,0.961,medium
asset_1147,29.51,1,51.04,81.44,0.702,0.846,medium
asset_1148,30.73,1,89.02,65.15,0.761,0.938,low
asset_1149,64.96,1,22.23,77.12,0.556,0.667,high
asset_1150,85.72,0,22.45,65.32,1.804,0.759,high
asset_1151,56.52,0,4.1,61.34,1.367,0.585,medium
asset_1152,53.62,1,35.36,81.3,1.533,0.864,high
asset_1153,21.58,1,70.09,56.66,0.642,0.773,medium
asset_1154,23.57,1,53.89,80.34,2.727,0.771,high
asset_1155,97.07,1,43.9,69.73,0.929,0.664,high
asset_1156,30.28,1,55.69,70.1,1.317,0.815,low
asset_1157,28.03,1,37.61,75.69,1.794,0.85,high
asset_1158,114.31,1,25.14,77.23,0.783,0.694,high
asset_1159,57.72,0,78.6,64.56,0.955,0.746,high
asset_1160,17.65,1,36.24,78.46,1.324,0.56,low
asset_1161,32.8,1,50.5,73.02,4.419,0.509,high
asset_1162,7.77,1,5.88,60.7,1.399,0.958,medium
asset_1163,11.74,1,6.78,70.47,2.516,0.747,medium
asset_1164,57.53,1,32.01,84.43,2.101,0.849,high
asset_1165,9.12,1,17.57,87.09,1.441,0.573,medium
asset_1166,14.74,1,33.51,78.46,0.783,0.653,high
asset_1167,38.65,1,22.43,61.29,1.968,0.893,medium
asset_1168,49.98,1,95.43,76.42,0.622,0.609,medium
asset_1169,1.65,1,48.53,79.66,2.51,0.642,high
asset_1170,53.29,1,58.33,78.53,1.336,0.758,medium
asset_1171,107.47,0,7.77,79.06,0.371,0.755,medium
asset_1172,45.3,1,43.61,75.27,1.048,0.548,medium
asset_1173,57.19,1,26.71,71.35,1.639,0.675,low
asset_1174,118.9,0,58.88,66.52,1.098,0.317,medium
asset_1175,15.83,1,40.49,54.92,1.685,0.757,medium
asset_1176,122.66,1,28.77,75.06,0.833,0.658,high
asset_1177,34.24,1,14.67,73.67,0.679,0.889,high
asset_1178,67.66,1,31.69,77.02,1.183,0.919,high
asset_1179,54.46,1,52.03,59.96,1.239,0.775,medium
asset_1180,15.03,1,60.56,77.81,1.044,0.851,medium
asset_1181,11.43,1,24.26,90.49,2.122,0.51,low
asset_1182,84.84,1,87.73,72.71,0.833,0.63,high
asset_1183,23.18,1,50.04,71.45,1.406,0.87,medium
asset_1184,47.21,0,17.78,74.78,1.259,0.802,high
asset_1185,21.5,1,15.5,90.29,0.606,0.406,medium
asset_1186,102.46,0,27.61,62.79,0.675,0.775,medium
asset_1187,60.74,1,24.23,73.83,1.228,0.647,high
asset_1188,53.13,1,37.76,64.8,2.979,0.584,medium
asset_1189,61.27,1,29.99,67.08,1.585,0.58,high
asset_1190,29.99,1,25.34,71.55,0.562,0.929,high
asset_1191,172.94,0,11.56,84.13,0.301,0.54,medium
asset_1192,4.0,1,41.11,88.21,1.699,0.653,medium
asset_1193,62.83,0,10.95,76.03,1.17,0.67,medium
asset_1194,49.19,1,50.12,68.61,2.041,0.795,high
asset_1195,60.74,0,8.38,94.43,0.822,0.411,high
asset_1196,95.19,0,10.55,68.15,1.43,0.637,medium
asset_1197,71.55,1,17.73,66.86,1.787,0.83,medium
asset_1198,88.59,0,23.07,56.03,0.999,0.575,medium
asset_1199,60.84,0,20.53,84.56,1.008,0.838,medium
